movie,director,m_year,crit_rank,critic,crit_org,crit_cn,link,dominant_lang
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,1,Carrie Rickey,Freelance film critic,US,/title/tt0190332/,Chinese
Bend It Like Beckham,Gurinder Chadha,2002,2,Carrie Rickey,Freelance film critic,US,/title/tt0286499/,English
Her,Spike Jonze,2013,3,Carrie Rickey,Freelance film critic,US,/title/tt1798709/,English
Ida,PaweÅ Pawlikowski,2013,4,Carrie Rickey,Freelance film critic,US,/title/tt1869716/,English
The Namesake,Mira Nair,2006,5,Carrie Rickey,Freelance film critic,US,/title/tt0433416/,English
The New World,Terrence Malick,2005,6,Carrie Rickey,Freelance film critic,US,/title/tt0402399/,English
Pan's Labyrinth,Guillermo Del Toro,2006,7,Carrie Rickey,Freelance film critic,US,/title/tt0457430/,Spanish
Paradise Now,Hany Abu-Assad,2005,8,Carrie Rickey,Freelance film critic,US,/title/tt0445620/,Arabic
Selma,Ava DuVernay,2014,9,Carrie Rickey,Freelance film critic,US,/title/tt1020072/,English
The Social Network,David Fincher,2010,10,Carrie Rickey,Freelance film critic,US,/title/tt1285016/,English
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,1,Sam Rigby,BBC Culture,UK,/title/tt0338013/,English
Brokeback Mountain,Ang Lee,2005,2,Sam Rigby,BBC Culture,UK,/title/tt0388795/,English
The Dark Knight,Christopher Nolan,2008,3,Sam Rigby,BBC Culture,UK,/title/tt0468569/,English
Finding Nemo,Andrew Stanton and Lee Unkrich,2003,4,Sam Rigby,BBC Culture,UK,/title/tt0266543/,English
Whiplash,Damien Chazelle,2014,5,Sam Rigby,BBC Culture,UK,/title/tt2582802/,English
Shame,Steve McQueen,2011,6,Sam Rigby,BBC Culture,UK,/title/tt1723811/,English
Revolutionary Road,Sam Mendes,2008,7,Sam Rigby,BBC Culture,UK,/title/tt0959337/,English
Inside Llewyn Davis,Joel and Ethan Coen,2013,8,Sam Rigby,BBC Culture,UK,/title/tt2042568/,English
Weekend,Andrew Haigh,2011,9,Sam Rigby,BBC Culture,UK,/title/tt1714210/,English
Persepolis,Vincent Paronnaud and Marjane Satrapi,2007,10,Sam Rigby,BBC Culture,UK,/title/tt0808417/,French
In the Mood for Love,Wong Kar-wai,2000,1,Antonio Mazón Robau,Cinemateca de Cuba,Cuba,/title/tt0118694/,Cantonese
Son of Saul,László Nemes,2015,2,Antonio Mazón Robau,Cinemateca de Cuba,Cuba,/title/tt3808342/,Hungarian
The Hurt Locker,Kathryn Bigelow,2008,3,Antonio Mazón Robau,Cinemateca de Cuba,Cuba,/title/tt0887912/,English
The Beat That My Heart Skipped,Jacques Audiard,2005,4,Antonio Mazón Robau,Cinemateca de Cuba,Cuba,/title/tt0411270/,French
The Edge of Heaven,Fatih Akin,2007,5,Antonio Mazón Robau,Cinemateca de Cuba,Cuba,/title/tt0880502/,German
Waltz with Bashir,Ari Folman,2008,6,Antonio Mazón Robau,Cinemateca de Cuba,Cuba,/title/tt1185616/,Hebrew
Oldboy,Park Chan-wook,2003,7,Antonio Mazón Robau,Cinemateca de Cuba,Cuba,/title/tt0364569/,Korean
Good Bye Lenin!,Wolfgang Becker,2003,8,Antonio Mazón Robau,Cinemateca de Cuba,Cuba,/title/tt0301357/,German
Ida,PaweÅ Pawlikowski,2013,9,Antonio Mazón Robau,Cinemateca de Cuba,Cuba,/title/tt1869716/,English
Incendies,Denis Villeneuve,2010,10,Antonio Mazón Robau,Cinemateca de Cuba,Cuba,/title/tt1255953/,French
Mulholland Drive,David Lynch,2001,1,Tim Robey,The Daily Telegraph,UK,/title/tt0166924/,English
"Synecdoche, New York",Charlie Kaufman,2008,2,Tim Robey,The Daily Telegraph,UK,/title/tt0383028/,English
Birth,Jonathan Glazer,2004,3,Tim Robey,The Daily Telegraph,UK,/title/tt0337876/,English
Elena,Andrey Zvyagintsev,2011,4,Tim Robey,The Daily Telegraph,UK,/title/tt1925421/,Russian
Carol,Todd Haynes,2015,5,Tim Robey,The Daily Telegraph,UK,/title/tt2402927/,English
Tabu,Miguel Gomes,2012,6,Tim Robey,The Daily Telegraph,UK,/title/tt3647998/,English
Master and Commander: The Far Side of the World,Peter Weir,2003,7,Tim Robey,The Daily Telegraph,UK,/title/tt0311113/,English
Margaret,Kenneth Lonergan,2011,8,Tim Robey,The Daily Telegraph,UK,/title/tt3777860/,English
There Will Be Blood,Paul Thomas Anderson,2007,9,Tim Robey,The Daily Telegraph,UK,/title/tt0469494/,English
12 Years a Slave,Steve McQueen,2013,10,Tim Robey,The Daily Telegraph,UK,/title/tt2024544/,English
25th Hour,Spike Lee,2002,1,Tasha Robinson,The Verge,US,/title/tt0307901/,English
City of God,Fernando Meirelles and Kátia Lund,2002,2,Tasha Robinson,The Verge,US,/title/tt0317248/,Portuguese
The Act of Killing,Joshua Oppenheimer,2012,3,Tasha Robinson,The Verge,US,/title/tt2375605/,Indonesian
The Prestige,Christopher Nolan,2006,4,Tasha Robinson,The Verge,US,/title/tt0482571/,English
Spirited Away,Hayao Miyazaki,2001,5,Tasha Robinson,The Verge,US,/title/tt0245429/,Japanese
The Incredibles,Brad Bird,2004,6,Tasha Robinson,The Verge,US,/title/tt0317705/,English
Gosford Park,Robert Altman,2001,7,Tasha Robinson,The Verge,US,/title/tt0280707/,English
Memento,Christopher Nolan,2000,8,Tasha Robinson,The Verge,US,/title/tt0209144/,English
Song of the Sea,Tomm Moore,2014,9,Tasha Robinson,The Verge,US,/title/tt1865505/,English
"Synecdoche, New York",Charlie Kaufman,2008,10,Tasha Robinson,The Verge,US,/title/tt0383028/,English
Mulholland Drive,David Lynch,2001,1,Rene Rodriguez,The Miami Herald,US,/title/tt0166924/,English
In the Mood for Love,Wong Kar-wai,2000,2,Rene Rodriguez,The Miami Herald,US,/title/tt0118694/,Cantonese
No Country For Old Men,Joel and Ethan Coen,2007,3,Rene Rodriguez,The Miami Herald,US,/title/tt0477348/,English
There Will Be Blood,Paul Thomas Anderson,2007,4,Rene Rodriguez,The Miami Herald,US,/title/tt0469494/,English
Spirited Away,Hayao Miyazaki,2001,5,Rene Rodriguez,The Miami Herald,US,/title/tt0245429/,Japanese
City of God,Fernando Meirelles and Kátia Lund,2002,6,Rene Rodriguez,The Miami Herald,US,/title/tt0317248/,Portuguese
Yi Yi: A One and a Two,Edward Yang,2000,7,Rene Rodriguez,The Miami Herald,US,/title/tt0244316/,Mandarin
Adaptation,Spike Jonze,2002,8,Rene Rodriguez,The Miami Herald,US,/title/tt0268126/,English
A Separation,Asghar Farhadi,2011,9,Rene Rodriguez,The Miami Herald,US,/title/tt1832382/,Persian
Elephant,Gus Van Sant,2003,10,Rene Rodriguez,The Miami Herald,US,/title/tt0363589/,English
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,1,Jonathan Romney,Freelance film critic,UK,/title/tt0249241/,Hungarian
Syndromes and a Century,Apichatpong Weerasethakul,2006,2,Jonathan Romney,Freelance film critic,UK,/title/tt0477731/,Thai
My Winnipeg,Guy Maddin,2007,3,Jonathan Romney,Freelance film critic,UK,/title/tt1093842/,English
35 Shots of Rum,Claire Denis,2008,4,Jonathan Romney,Freelance film critic,UK,/title/tt1100048/,French
The Royal Tenenbaums,Wes Anderson,2001,5,Jonathan Romney,Freelance film critic,UK,/title/tt0265666/,English
The Great Beauty,Paolo Sorrentino,2013,6,Jonathan Romney,Freelance film critic,UK,/title/tt2358891/,Italian
"Monsters, Inc.","Pete Docter, David Silverman and Lee Unkrich",2001,7,Jonathan Romney,Freelance film critic,UK,/title/tt0198781/,English
The Arbor,Clio Barnard,2010,8,Jonathan Romney,Freelance film critic,UK,/title/tt1623008/,English
The Clock,Christian Marclay,2010,9,Jonathan Romney,Freelance film critic,UK,/title/tt0037604/,English
"Goodbye, Dragon Inn",Tsai Ming-liang,2003,10,Jonathan Romney,Freelance film critic,UK,/title/tt0377556/,Mandarin
Zodiac,David Fincher,2007,1,Alyssa Rosenberg,The Washington Post,US,/title/tt0443706/,English
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,2,Alyssa Rosenberg,The Washington Post,US,/title/tt0190332/,Chinese
Zero Dark Thirty,Kathryn Bigelow,2012,3,Alyssa Rosenberg,The Washington Post,US,/title/tt1790885/,English
Spirited Away,Hayao Miyazaki,2001,4,Alyssa Rosenberg,The Washington Post,US,/title/tt0245429/,Japanese
2046,Wong Kar-wai,2004,5,Alyssa Rosenberg,The Washington Post,US,/title/tt0212712/,Cantonese
Moonrise Kingdom,Wes Anderson,2012,6,Alyssa Rosenberg,The Washington Post,US,/title/tt1748122/,English
Beasts of the Southern Wild,Benh Zeitlin,2012,7,Alyssa Rosenberg,The Washington Post,US,/title/tt2125435/,English
Boyhood,Richard Linklater,2014,8,Alyssa Rosenberg,The Washington Post,US,/title/tt1065073/,English
Short Term 12,Destin Daniel Cretton,2013,9,Alyssa Rosenberg,The Washington Post,US,/title/tt2370248/,English
Monster,Patty Jenkins,2003,10,Alyssa Rosenberg,The Washington Post,US,/title/tt0340855/,English
Caramel,Nadine Labaki,2007,1,E Nina Rothe,The Huffington Post,Italy,/title/tt0825236/,Arabic
The Tiger and the Snow,Roberto Benigni,2005,2,E Nina Rothe,The Huffington Post,Italy,/title/tt0419198/,Italian
Taxi Tehran,Jafar Panahi,2015,3,E Nina Rothe,The Huffington Post,Italy,/title/tt4359416/,Persian
A Borrowed Identity,Eran Riklis,2014,4,E Nina Rothe,The Huffington Post,Italy,/title/tt2841572/,Arabic
When I Saw You,Annemarie Jacir,2012,5,E Nina Rothe,The Huffington Post,Italy,/title/tt2369543/,Arabic
99 Homes,Ramin Bahrani,2014,6,E Nina Rothe,The Huffington Post,Italy,/title/tt2891174/,English
Somewhere,Sofia Coppola,2010,7,E Nina Rothe,The Huffington Post,Italy,/title/tt1421051/,English
Human,Yann Arthus-Bertrand,2015,8,E Nina Rothe,The Huffington Post,Italy,/title/tt2654580/,English
Brokeback Mountain,Ang Lee,2005,9,E Nina Rothe,The Huffington Post,Italy,/title/tt0388795/,English
About Elly,Asghar Farhadi,2009,10,E Nina Rothe,The Huffington Post,Italy,/title/tt1360860/,Persian
Zodiac,David Fincher,2007,1,Joshua Rothkopf,Time Out New York,US,/title/tt0443706/,English
Mulholland Drive,David Lynch,2001,2,Joshua Rothkopf,Time Out New York,US,/title/tt0166924/,English
In the Mood for Love,Wong Kar-wai,2000,3,Joshua Rothkopf,Time Out New York,US,/title/tt0118694/,Cantonese
Yi Yi: A One and a Two,Edward Yang,2000,4,Joshua Rothkopf,Time Out New York,US,/title/tt0244316/,Mandarin
Boyhood,Richard Linklater,2014,5,Joshua Rothkopf,Time Out New York,US,/title/tt1065073/,English
American Psycho,Mary Harron,2000,6,Joshua Rothkopf,Time Out New York,US,/title/tt0144084/,English
Lilya 4-Ever,Lukas Moodysson,2002,7,Joshua Rothkopf,Time Out New York,US,/title/tt0300140/,Russian
Drive,Nicolas Winding Refn,2011,8,Joshua Rothkopf,Time Out New York,US,/title/tt0780504/,English
25th Hour,Spike Lee,2002,9,Joshua Rothkopf,Time Out New York,US,/title/tt0307901/,English
A Serious Man,Joel and Ethan Coen,2009,10,Joshua Rothkopf,Time Out New York,US,/title/tt1019452/,English
The Tree of Life,Terrence Malick,2011,1,Mohammed Rouda,Asharq Al-Awsat,Lebanon,/title/tt0478304/,English
Children of Men,Alfonso Cuarón,2006,2,Mohammed Rouda,Asharq Al-Awsat,Lebanon,/title/tt0206634/,English
Alexandre Sokurov,Aleksandr Sokurov,2015,3,Mohammed Rouda,Asharq Al-Awsat,Lebanon,/title/tt4296736/,Russian
There Will Be Blood,Paul Thomas Anderson,2007,4,Mohammed Rouda,Asharq Al-Awsat,Lebanon,/title/tt0469494/,English
Letters From Iwo Jima,Clint Eastwood,2006,5,Mohammed Rouda,Asharq Al-Awsat,Lebanon,/title/tt0498380/,Japanese
The Death of Mr Lazarescu,Cristi Puiu,2005,6,Mohammed Rouda,Asharq Al-Awsat,Lebanon,/title/tt0456149/,Romanian
Paradise Now,Hany Abu-Assad,2005,7,Mohammed Rouda,Asharq Al-Awsat,Lebanon,/title/tt0445620/,Arabic
Leviathan,Andrey Zvyagintsev,2014,8,Mohammed Rouda,Asharq Al-Awsat,Lebanon,/title/tt0097737/,English
A Pigeon Sat on a Branch Reflecting on Existence,Roy Andersson,2014,9,Mohammed Rouda,Asharq Al-Awsat,Lebanon,/title/tt1883180/,Swedish
Amélie,Jean-Pierre Jeunet,2001,10,Mohammed Rouda,Asharq Al-Awsat,Lebanon,/title/tt0211915/,French
Inside Llewyn Davis,Joel and Ethan Coen,2013,1,Mike Ryan,Uproxx,US,/title/tt2042568/,English
25th Hour,Spike Lee,2002,2,Mike Ryan,Uproxx,US,/title/tt0307901/,English
Almost Famous,Cameron Crowe,2000,3,Mike Ryan,Uproxx,US,/title/tt0181875/,English
Lost in Translation,Sofia Coppola,2003,4,Mike Ryan,Uproxx,US,/title/tt0335266/,English
Punch-Drunk Love,Paul Thomas Anderson,2002,5,Mike Ryan,Uproxx,US,/title/tt0272338/,English
Zodiac,David Fincher,2007,6,Mike Ryan,Uproxx,US,/title/tt0443706/,English
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,7,Mike Ryan,Uproxx,US,/title/tt0338013/,English
The Social Network,David Fincher,2010,8,Mike Ryan,Uproxx,US,/title/tt1285016/,English
12 Years a Slave,Steve McQueen,2013,9,Mike Ryan,Uproxx,US,/title/tt2024544/,English
Spotlight,Tom McCarthy,2015,10,Mike Ryan,Uproxx,US,/title/tt1895587/,English
In the Mood for Love,Wong Kar-wai,2000,1,Alaka Sahani,The Indian Express,India,/title/tt0118694/,Cantonese
The Lives of Others,Florian Henckel von Donnersmarck,2006,2,Alaka Sahani,The Indian Express,India,/title/tt0405094/,German
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,3,Alaka Sahani,The Indian Express,India,/title/tt0338013/,English
Kill Bill: Vol. 1,Quentin Tarantino,2003,4,Alaka Sahani,The Indian Express,India,/title/tt0266697/,English
Inception,Christopher Nolan,2010,5,Alaka Sahani,The Indian Express,India,/title/tt1375666/,English
Talk to Her,Pedro Almodóvar,2002,6,Alaka Sahani,The Indian Express,India,/title/tt0287467/,Spanish
Amores Perros,Alejandro González Iñárritu,2000,7,Alaka Sahani,The Indian Express,India,/title/tt0245712/,Spanish
Infernal Affairs,Andrew Lau and Alan Mak,2002,8,Alaka Sahani,The Indian Express,India,/title/tt0338564/,Cantonese
Lost in Translation,Sofia Coppola,2003,9,Alaka Sahani,The Indian Express,India,/title/tt0335266/,English
Shrek,Andrew Adamson and Vicky Jenson,2001,10,Alaka Sahani,The Indian Express,India,/title/tt0126029/,English
The Time That Remains,Elia Suleiman,2009,1,Rasha Salti,Independent curator/film programmer,Lebanon,/title/tt1037163/,Arabic
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,2,Rasha Salti,Independent curator/film programmer,Lebanon,/title/tt1316540/,Hungarian
The Box of Life,Ossama Mohammed,2002,3,Rasha Salti,Independent curator/film programmer,Lebanon,/title/tt0303792/,Arabic
Men at Work,Mani Haghighi,2006,4,Rasha Salti,Independent curator/film programmer,Lebanon,/title/tt0100135/,English
Tey,Alain Gomis,2012,5,Rasha Salti,Independent curator/film programmer,Lebanon,/title/tt2178935/,French
A Touch of Sin,Jia Zhangke,2013,6,Rasha Salti,Independent curator/film programmer,Lebanon,/title/tt2852400/,Mandarin
My Heart Beats Only for Her,Mohamed Soueid,2009,7,Rasha Salti,Independent curator/film programmer,Lebanon,,
Arabian Nights: Volume 1 – The Restless One,Miguel Gomes,2015,8,Rasha Salti,Independent curator/film programmer,Lebanon,/title/tt3284178/,Portuguese
Nostalgia for the Light,Patricio Guzmán,2010,9,Rasha Salti,Independent curator/film programmer,Lebanon,/title/tt1556190/,Spanish
"I Travel Because I Have To, I Come Back Because I Love You",Karim Aïnouz and Marcelo Gomes,2009,10,Rasha Salti,Independent curator/film programmer,Lebanon,/title/tt1500761/,Portuguese
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,1,Eric Sasono,Freelance film critic,Indonesia,/title/tt0249241/,Hungarian
Leviathan,Lucien Castaing-Taylor and Verena Paravel,2012,2,Eric Sasono,Freelance film critic,Indonesia,/title/tt0097737/,English
The Gleaners and I,Agnès Varda,2000,3,Eric Sasono,Freelance film critic,Indonesia,/title/tt0247380/,French
The Great Beauty,Paolo Sorrentino,2013,4,Eric Sasono,Freelance film critic,Indonesia,/title/tt2358891/,Italian
The Act of Killing,Joshua Oppenheimer,2012,5,Eric Sasono,Freelance film critic,Indonesia,/title/tt2375605/,Indonesian
"Norte, the End of History",Lav Diaz,2013,6,Eric Sasono,Freelance film critic,Indonesia,/title/tt2852432/,Filipino
Caché,Michael Haneke,2005,7,Eric Sasono,Freelance film critic,Indonesia,/title/tt0387898/,French
Nostalgia for the Light,Patricio Guzmán,2010,8,Eric Sasono,Freelance film critic,Indonesia,/title/tt1556190/,Spanish
Spirited Away,Hayao Miyazaki,2001,9,Eric Sasono,Freelance film critic,Indonesia,/title/tt0245429/,Japanese
A Separation,Asghar Farhadi,2011,10,Eric Sasono,Freelance film critic,Indonesia,/title/tt1832382/,Persian
The New World,Terrence Malick,2005,1,Nick Schager,Variety,US,/title/tt0402399/,English
Mulholland Drive,David Lynch,2001,2,Nick Schager,Variety,US,/title/tt0166924/,English
Zodiac,David Fincher,2007,3,Nick Schager,Variety,US,/title/tt0443706/,English
There Will Be Blood,Paul Thomas Anderson,2007,4,Nick Schager,Variety,US,/title/tt0469494/,English
In the Mood for Love,Wong Kar-wai,2000,5,Nick Schager,Variety,US,/title/tt0118694/,Cantonese
Three Times,Hou Hsiao-hsien,2005,6,Nick Schager,Variety,US,/title/tt0459666/,Mandarin
The Tree of Life,Terrence Malick,2011,7,Nick Schager,Variety,US,/title/tt0478304/,English
The Act of Killing,Joshua Oppenheimer,2012,8,Nick Schager,Variety,US,/title/tt2375605/,Indonesian
"Synecdoche, New York",Charlie Kaufman,2008,9,Nick Schager,Variety,US,/title/tt0383028/,English
Pulse,Kiyoshi Kurosawa,2001,10,Nick Schager,Variety,US,/title/tt0286751/,Japanese
In the Mood for Love,Wong Kar-wai,2000,1,Missy Schwartz,Freelance film critic,US,/title/tt0118694/,Cantonese
Zero Dark Thirty,Kathryn Bigelow,2012,2,Missy Schwartz,Freelance film critic,US,/title/tt1790885/,English
Inside Out,Pete Docter,2015,3,Missy Schwartz,Freelance film critic,US,/title/tt2096673/,English
Brokeback Mountain,Ang Lee,2005,4,Missy Schwartz,Freelance film critic,US,/title/tt0388795/,English
The Departed,Martin Scorsese,2006,5,Missy Schwartz,Freelance film critic,US,/title/tt0407887/,English
12 Years a Slave,Steve McQueen,2013,6,Missy Schwartz,Freelance film critic,US,/title/tt2024544/,English
Talk to Her,Pedro Almodóvar,2002,7,Missy Schwartz,Freelance film critic,US,/title/tt0287467/,Spanish
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,8,Missy Schwartz,Freelance film critic,US,/title/tt0190332/,Chinese
No Country For Old Men,Joel and Ethan Coen,2007,9,Missy Schwartz,Freelance film critic,US,/title/tt0477348/,English
Beginners,Mike Mills,2010,10,Missy Schwartz,Freelance film critic,US,/title/tt1532503/,English
Gett: The Trial of Viviane Amselem,Ronit Elkabetz and Shlomi Elkabetz,2014,1,Matt Zoller Seitz,New York Magazine,US,,
The Act of Killing,Joshua Oppenheimer,2012,2,Matt Zoller Seitz,New York Magazine,US,/title/tt2375605/,Indonesian
The Look of Silence,Joshua Oppenheimer,2014,3,Matt Zoller Seitz,New York Magazine,US,/title/tt3521134/,Indonesian
The Tree of Life,Terrence Malick,2011,4,Matt Zoller Seitz,New York Magazine,US,/title/tt0478304/,English
Knight of Cups,Terrence Malick,2015,5,Matt Zoller Seitz,New York Magazine,US,/title/tt2101383/,English
Inherent Vice,Paul Thomas Anderson,2014,6,Matt Zoller Seitz,New York Magazine,US,/title/tt1791528/,English
The Grand Budapest Hotel,Wes Anderson,2014,7,Matt Zoller Seitz,New York Magazine,US,/title/tt2278388/,English
A Separation,Asghar Farhadi,2011,8,Matt Zoller Seitz,New York Magazine,US,/title/tt1832382/,Persian
Godzilla,Gareth Edwards,2014,9,Matt Zoller Seitz,New York Magazine,US,/title/tt0831387/,English
Under the Skin,Jonathan Glazer,2013,10,Matt Zoller Seitz,New York Magazine,US,/title/tt1441395/,English
No,Pablo Larraín,2012,1,Avner Shavit,Walla,Israel,/title/tt2059255/,Spanish
Persepolis,Vincent Paronnaud and Marjane Satrapi,2007,2,Avner Shavit,Walla,Israel,/title/tt0808417/,French
Boyhood,Richard Linklater,2014,3,Avner Shavit,Walla,Israel,/title/tt1065073/,English
Mulholland Drive,David Lynch,2001,4,Avner Shavit,Walla,Israel,/title/tt0166924/,English
The Hurt Locker,Kathryn Bigelow,2008,5,Avner Shavit,Walla,Israel,/title/tt0887912/,English
Girlhood,Céline Sciamma,2014,6,Avner Shavit,Walla,Israel,/title/tt3655522/,French
Eden,Mia Hansen-Løve,2014,7,Avner Shavit,Walla,Israel,/title/tt1734433/,English
A Touch of Sin,Jia Zhangke,2013,8,Avner Shavit,Walla,Israel,/title/tt2852400/,Mandarin
24 Hour Party People,Michael Winterbottom,2002,9,Avner Shavit,Walla,Israel,/title/tt0274309/,English
Toni Erdmann,Maren Ade,2016,10,Avner Shavit,Walla,Israel,/title/tt4048272/,German
There Will Be Blood,Paul Thomas Anderson,2007,1,Catherine Shoard,The Guardian,UK,/title/tt0469494/,English
12 Years a Slave,Steve McQueen,2013,2,Catherine Shoard,The Guardian,UK,/title/tt2024544/,English
Under the Skin,Jonathan Glazer,2013,3,Catherine Shoard,The Guardian,UK,/title/tt1441395/,English
Leviathan,Andrey Zvyagintsev,2014,4,Catherine Shoard,The Guardian,UK,/title/tt0097737/,English
The Great Beauty,Paolo Sorrentino,2013,5,Catherine Shoard,The Guardian,UK,/title/tt2358891/,Italian
Nebraska,Alexander Payne,2013,6,Catherine Shoard,The Guardian,UK,/title/tt1821549/,English
Before Sunset,Richard Linklater,2004,7,Catherine Shoard,The Guardian,UK,/title/tt0381681/,English
Team America: World Police,Trey Parker,2004,8,Catherine Shoard,The Guardian,UK,/title/tt0372588/,English
Dogville,Lars von Trier,2003,9,Catherine Shoard,The Guardian,UK,/title/tt0276919/,English
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,10,Catherine Shoard,The Guardian,UK,/title/tt0443453/,English
Yi Yi: A One and a Two,Edward Yang,2000,1,Yael Shuv,Time Out Tel Aviv,Israel,/title/tt0244316/,Mandarin
Spirited Away,Hayao Miyazaki,2001,2,Yael Shuv,Time Out Tel Aviv,Israel,/title/tt0245429/,Japanese
Margaret,Kenneth Lonergan,2011,3,Yael Shuv,Time Out Tel Aviv,Israel,/title/tt3777860/,English
There Will Be Blood,Paul Thomas Anderson,2007,4,Yael Shuv,Time Out Tel Aviv,Israel,/title/tt0469494/,English
The Grand Budapest Hotel,Wes Anderson,2014,5,Yael Shuv,Time Out Tel Aviv,Israel,/title/tt2278388/,English
Still Walking,Hirokazu Koreeda,2008,6,Yael Shuv,Time Out Tel Aviv,Israel,/title/tt1087578/,Japanese
Moolaadé,Ousmane Sembène,2004,7,Yael Shuv,Time Out Tel Aviv,Israel,/title/tt0416991/,Bambara
Memento,Christopher Nolan,2000,8,Yael Shuv,Time Out Tel Aviv,Israel,/title/tt0209144/,English
Oldboy,Park Chan-wook,2003,9,Yael Shuv,Time Out Tel Aviv,Israel,/title/tt0364569/,Korean
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,10,Yael Shuv,Time Out Tel Aviv,Israel,/title/tt0190332/,Chinese
Boyhood,Richard Linklater,2014,1,Matt Singer,ScreenCrush,US,/title/tt1065073/,English
Holy Motors,Leos Carax,2012,2,Matt Singer,ScreenCrush,US,/title/tt2076220/,French
Mulholland Drive,David Lynch,2001,3,Matt Singer,ScreenCrush,US,/title/tt0166924/,English
Memento,Christopher Nolan,2000,4,Matt Singer,ScreenCrush,US,/title/tt0209144/,English
The Master,Paul Thomas Anderson,2012,5,Matt Singer,ScreenCrush,US,/title/tt1560747/,English
Inside Llewyn Davis,Joel and Ethan Coen,2013,6,Matt Singer,ScreenCrush,US,/title/tt2042568/,English
The Diving Bell and the Butterfly,Julian Schnabel,2007,7,Matt Singer,ScreenCrush,US,/title/tt0401383/,French
My Winnipeg,Guy Maddin,2007,8,Matt Singer,ScreenCrush,US,/title/tt1093842/,English
Inside Out,Pete Docter,2015,9,Matt Singer,ScreenCrush,US,/title/tt2096673/,English
Step Brothers,Adam McKay,2008,10,Matt Singer,ScreenCrush,US,/title/tt0838283/,English
Bright Star,Jane Campion,2009,1,Justine A Smith,Freelance film critic,Canada,/title/tt0810784/,English
Mad Max: Fury Road,George Miller,2015,2,Justine A Smith,Freelance film critic,Canada,/title/tt1392190/,English
Caché,Michael Haneke,2005,3,Justine A Smith,Freelance film critic,Canada,/title/tt0387898/,French
Zodiac,David Fincher,2007,4,Justine A Smith,Freelance film critic,Canada,/title/tt0443706/,English
Mr Turner,Mike Leigh,2014,5,Justine A Smith,Freelance film critic,Canada,/title/tt2473794/,English
Amour,Michael Haneke,2012,6,Justine A Smith,Freelance film critic,Canada,/title/tt1602620/,French
The Master,Paul Thomas Anderson,2012,7,Justine A Smith,Freelance film critic,Canada,/title/tt1560747/,English
Only Lovers Left Alive,Jim Jarmusch,2013,8,Justine A Smith,Freelance film critic,Canada,/title/tt1714915/,English
Inside Llewyn Davis,Joel and Ethan Coen,2013,9,Justine A Smith,Freelance film critic,Canada,/title/tt2042568/,English
Tabu,Miguel Gomes,2012,10,Justine A Smith,Freelance film critic,Canada,/title/tt3647998/,English
Memento,Christopher Nolan,2000,1,Eric D Snider,Freelance film critic,US,/title/tt0209144/,English
Requiem for a Dream,Darren Aronofsky,2000,2,Eric D Snider,Freelance film critic,US,/title/tt0180093/,English
The Lord of the Rings: The Return of the King,Peter Jackson,2003,3,Eric D Snider,Freelance film critic,US,/title/tt0167260/,English
Drive,Nicolas Winding Refn,2011,4,Eric D Snider,Freelance film critic,US,/title/tt0780504/,English
Holy Motors,Leos Carax,2012,5,Eric D Snider,Freelance film critic,US,/title/tt2076220/,French
Mad Max: Fury Road,George Miller,2015,6,Eric D Snider,Freelance film critic,US,/title/tt1392190/,English
Kill List,Ben Wheatley,2011,7,Eric D Snider,Freelance film critic,US,/title/tt1788391/,English
Toy Story 3,Lee Unkrich,2010,8,Eric D Snider,Freelance film critic,US,/title/tt0435761/,English
Kiss Kiss Bang Bang,Shane Black,2005,9,Eric D Snider,Freelance film critic,US,/title/tt0373469/,English
Inside Llewyn Davis,Joel and Ethan Coen,2013,10,Eric D Snider,Freelance film critic,US,/title/tt2042568/,English
Mulholland Drive,David Lynch,2001,1,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/title/tt0166924/,English
No Country For Old Men,Joel and Ethan Coen,2007,2,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/title/tt0477348/,English
Amélie,Jean-Pierre Jeunet,2001,3,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/title/tt0211915/,French
Memento,Christopher Nolan,2000,4,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/title/tt0209144/,English
In the Mood for Love,Wong Kar-wai,2000,5,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/title/tt0118694/,Cantonese
Talk to Her,Pedro Almodóvar,2002,6,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/title/tt0287467/,Spanish
Memories of Murder,Bong Joon-ho,2003,7,Soh Jae Yong,Seoul Institute of the Arts,South Korea,/title/tt0353969/,Korean
